date,AEP,FL,MRO,DTE,IP,CNP,NAV,DOW,PEP,CL,UIS,GD,ASA,FDX,PCG,R,CNW,OXY,GLW,SO,ETR,HAL,NOC,AVP,HRS,CSC,IFF,SKY,MDT,EMR,DE,NBL,MAT,JCP,AVT,THC,GRA,LPX,TXI,CI,NVO,NSC,ALK,BDX,ADM,HES,BCR,PPG,GPC,SNE,HST,AFG,RDC,TY,NL,PKD,TSO,GIS,DNB,CP,COO,AFL,ADI,NWL,PNW,AXE,ADX,AIR,ARW,EGN,PNM,NU,BCE,GAS,BK,CB,AEM,BGG,BKH,BEN,BRE,BOH,BMS,D,LNC,NI,TXT,CR,CVS,KMB,GWW,RAD,HAS,CCK,CMS,ABX,HL,JCI,MWV,GAM,CPB,SHW,PH,IR,OKE,FMC,SWK,RRD,SNA,SPW,GCI,TKR,NC,ICB,LUB,PHM,MTS,JHI,MCI,CNA,NEU,UNS,XEL,PCH,BRC,GSK,GGG,TRV,STT,PGR,TSN,NYT,CQB,APC,AEG,CKP,BPL,ARG,ATW,MMT,BHI,GY,MGF,CCC,TEF,NUV,MBI,L,PVH,SCI,DLX,HMC,NKE,UIL,TMO,NFG,AIN,NCA,FLO,ITW,FDO,KEY,EQT,MDU,HOG,EFX,CTL,HE,HP,KSU,CNL,HRC,IRF,FUN,GAB,CBB,FOE,CTB,KF,MFM,DHR,CLF,GMT,KMT,EDE,FSS,ESL,UHT,HXL,DRE,CSL,AVA,HOT,SEE,PHG,ALE,PSA,STI,STR,WTR,TMK,TIF,OGE,TDW,SWX,OLN,TTC,TRN,RYL,PEO,MXF,NX,PBY,SPF,SJI,PNY,TJX,ECL,LNT,UVV,SWZ,HQH,SWN,CSH,JHS,SBR,NPK,UNT,TRP,SYK,OCR,LUK,SXI,RJF,MIN,GIM,AB,PIM,BID,URS,BKT,PNC,MAN,CHE,HAR,EMC,NPI,KMM,ACO,CY,PHI,BPT,PCL,AGN,NPP,KTF,MEN,DDS,MHF,TWN,TCB,CDI,IEX,EAT,HLS,TSS,HNR,PDT,HRL,MCR,LSI,NMA,EMF,HTR,PCP,JEC,MGM,SNV,SUP,NNP,TG,GF,LUX,CEE,UDR,JOF,UNH,NNN,NMO,NE,CHD,FLS,SON,CYN,RPM,ODP,MEI,UFI,BBT,OMC,CMA,ORI,FHN,CFR,PNR,TEX,POT,HNI,COG,MTZ,FST,IVC,CLC,UHS,MTW,TTI,CDE,LH,SWY,CIA,PNK,RTI,VLY,CRK,NQM,CUZ,MCS,DY,NQI,ESV,NQS,AZO,X,HAE,JNY,ANN,NVC,NQU,SFY,MTG,RGS,DV,PLL,KEX,TDS,NIO,NHI,MSF,HNT,NUC,HMN,NR,OI,MYD,BNA,NPF,SGL,SMG,M,NTE,ELY,ORB,PPR,MYN,JOE,TNH,HCN,ROG,PII,HGR,GLT,ENZ,WEN,AN,MYE,NXP,FBP,MHK,MW,RHI,RBC,MYI,HVT,HQL,NCS,BSX,KSS,ALU,NXQ,STE,PX,CHN,GCH,MMU,OHI,LTC,DCO,MTX,RDN,HCC,BKN,ELS,FNB,CHK,ETH,TM,RCL,ATR,JBL,AZN,TWI,SKT,PPS,CPT,AWF,EQR,MAR,BYD,ENI,OMG,LXP,PRE,REG,AEC,HHS,AF,NFX,BDC,SPG,EMN,TV,RMT,IFN,ALB,MAC,AKS,CBR,AEO,VRX,HIW,FR,APF,GEO,EOC,BTO,CLI,RS,HNP,PKX,O,KEP,BMO,MCK,COF,GHI,STM,TEO,SWC,TDF,IIF,TRK,AOI,ABC,APU,AGU,DRI,PT,SSS,SYX,DO,THG,DST,TLK,LXK,EL,SAM,SWM,ITT,MSM,HIG,BCO
1398,0,1,2,0,1,0,3,1,3,3,3,1,2,2,1,3,2,2,3,0,0,2,0,3,4,1,4,1,3,1,0,2,4,2,3,3,2,4,1,3,1,4,4,3,3,2,3,3,2,3,0,3,2,2,2,2,2,3,4,2,3,3,3,0,0,1,3,1,4,2,0,0,1,0,1,3,2,4,0,3,4,3,4,0,2,0,1,1,2,3,1,0,0,1,0,2,2,3,1,3,1,3,1,1,4,2,4,1,1,4,3,3,3,4,2,4,4,4,2,3,2,0,0,4,1,3,1,0,4,2,3,2,3,2,0,1,2,1,2,4,2,2,4,4,3,4,3,3,5,3,0,3,2,0,4,2,0,4,2,1,1,3,4,0,2,4,1,0,2,1,4,3,0,0,4,0,0,1,3,4,1,4,3,1,4,1,3,1,1,4,0,0,3,4,3,0,1,2,2,0,3,4,0,2,2,0,1,1,2,2,3,1,4,3,4,0,2,1,0,3,1,0,1,0,4,2,3,2,3,2,3,3,1,2,4,4,4,4,3,1,4,0,4,1,3,2,4,4,1,3,2,4,4,3,4,4,4,1,4,3,2,4,1,0,4,2,2,4,3,4,3,4,3,4,4,2,3,2,1,4,3,3,1,3,3,3,3,1,4,2,0,4,0,2,2,2,3,1,2,3,3,2,2,1,2,1,3,3,2,4,2,2,3,4,1,2,0,4,3,1,2,3,4,2,4,4,3,4,4,2,4,2,0,1,0,0,4,4,2,3,1,1,1,3,4,4,3,3,3,4,2,2,1,4,4,4,4,3,0,3,1,1,4,4,4,1,3,0,1,1,3,4,1,4,3,4,1,0,0,3,1,4,1,0,2,1,0,3,4,4,0,3,3,4,4,0,1,0,4,1,4,4,1,2,1,3,4,0,3,3,3,1,4,4,4,2,4,4,2,3,1,4,4,4,1,1,2,2,1,0,4,0,3,2,4,0,3,0,4,4,4,3,3,2,1,4,0,3,3,1,3,0,4,0,4,3,1,1,4,4,1,1,3,2,4,3,0,4,4,2,3,1,0,3,4,1,1,1,1,2,1
1399,0,1,2,0,1,0,3,1,3,3,3,1,2,2,1,3,2,2,0,0,0,2,0,3,4,1,4,1,1,1,0,2,4,2,3,3,2,4,1,3,1,4,1,3,3,2,3,1,2,3,3,3,2,2,2,2,2,3,4,2,3,3,3,0,0,1,3,1,4,2,0,0,2,0,1,3,2,4,0,3,4,3,4,0,2,0,1,1,2,3,1,0,0,1,0,2,2,3,1,0,1,3,1,1,4,2,4,1,1,4,3,3,5,4,2,4,4,4,2,3,2,0,0,4,1,3,1,0,4,2,3,2,3,2,0,1,2,1,2,4,2,2,4,4,3,4,3,3,2,3,0,3,4,0,4,2,0,4,2,1,1,3,4,0,4,4,1,0,2,1,4,3,0,0,4,0,0,1,3,4,1,0,3,1,4,1,2,1,1,4,0,0,3,4,3,0,1,2,2,0,3,4,0,2,2,0,1,1,2,2,3,1,4,3,0,0,2,1,0,3,1,0,2,0,4,2,3,2,3,4,3,3,1,2,4,4,4,4,3,1,4,0,4,1,2,2,4,4,1,3,2,4,4,3,4,4,4,1,4,3,2,4,1,0,4,2,2,4,3,4,3,4,3,4,4,2,3,2,1,4,3,3,1,3,3,3,3,1,4,2,0,4,0,0,3,3,3,1,2,3,3,2,2,1,2,1,3,3,2,4,2,2,3,4,1,2,3,4,3,1,2,3,4,2,4,4,3,4,4,2,4,2,0,1,0,0,4,4,2,3,1,1,1,3,4,4,3,4,3,4,2,2,1,4,4,4,4,3,0,3,1,1,4,4,4,1,3,3,1,3,3,4,1,4,3,4,1,0,0,3,1,4,1,4,2,1,0,3,4,4,0,3,3,4,4,0,0,0,4,1,4,4,1,2,1,3,4,0,3,3,3,1,4,4,4,2,4,4,2,1,1,4,4,4,1,1,2,2,2,0,4,0,1,3,4,2,3,0,4,4,4,3,3,2,1,4,1,3,3,1,3,0,4,0,4,3,1,2,4,4,2,1,3,2,4,3,0,4,4,2,3,1,0,3,4,1,1,1,1,2,1
1400,0,1,2,0,1,0,3,1,1,3,0,1,2,2,1,3,2,2,0,0,0,2,1,3,4,1,4,3,1,1,3,2,1,2,0,3,2,4,1,3,1,4,1,3,1,2,3,3,2,3,3,3,2,2,2,2,2,3,4,2,3,3,0,0,0,1,4,1,2,2,0,0,1,0,1,3,2,4,0,2,4,3,4,0,1,0,1,1,2,3,1,0,0,1,0,1,3,3,4,0,1,3,3,1,4,2,4,1,1,4,3,3,3,4,3,4,4,4,2,3,1,0,0,4,1,3,1,1,4,2,5,2,1,2,0,1,2,3,2,4,2,2,4,4,0,4,3,3,4,2,0,3,4,0,4,2,3,4,2,1,1,3,4,0,4,4,1,0,2,1,4,3,0,0,4,0,0,5,4,4,3,4,3,3,4,1,2,1,1,4,0,0,3,4,0,0,1,2,2,0,0,4,0,2,2,0,1,1,2,2,4,1,4,3,4,0,2,1,0,4,3,0,1,0,4,2,3,2,0,4,3,1,1,2,4,4,4,4,3,1,4,0,4,1,3,2,4,4,1,4,2,4,4,3,4,4,4,1,4,3,2,4,1,0,4,2,2,4,3,4,3,4,3,4,4,2,3,2,1,4,3,3,1,3,0,3,3,1,4,2,0,4,0,0,3,2,3,1,2,2,3,2,1,1,2,1,3,1,2,0,2,2,3,4,1,2,3,4,3,1,2,3,4,2,4,4,3,0,4,2,4,1,0,1,0,0,4,4,2,3,1,1,3,3,4,4,3,0,3,4,3,2,3,4,4,4,4,3,0,3,4,1,4,4,4,1,3,0,1,3,3,4,1,4,3,4,1,0,0,3,1,4,1,4,0,1,0,0,4,4,0,3,3,4,4,0,0,0,4,1,4,4,1,2,1,3,4,0,0,3,3,1,4,4,4,2,4,4,2,1,1,4,4,4,1,1,2,2,1,0,4,0,3,1,4,2,1,0,4,4,4,3,3,2,1,4,1,3,3,1,3,0,4,0,4,0,1,1,4,4,2,1,3,2,1,3,0,4,4,2,3,1,0,2,4,1,3,1,1,3,1
1401,0,1,0,0,1,0,2,1,2,2,2,1,0,0,1,2,2,0,0,0,0,0,1,2,3,1,3,1,1,3,2,0,3,0,2,2,0,3,1,2,1,2,1,2,1,0,2,1,0,2,2,2,0,0,0,0,0,2,3,0,3,2,2,2,0,1,3,1,0,0,0,0,0,2,1,2,0,3,0,0,3,2,3,0,0,0,1,1,0,2,1,2,2,1,0,1,2,2,1,2,1,1,1,1,3,0,3,1,1,3,2,0,2,3,2,3,3,3,0,2,1,0,0,3,1,2,1,2,3,0,4,0,1,0,2,1,0,2,0,3,0,0,3,3,2,3,2,2,3,0,2,2,3,2,3,0,2,3,0,1,1,2,3,0,3,3,1,2,0,1,3,2,2,0,3,2,2,2,3,3,2,3,2,1,3,1,1,1,1,3,0,1,2,3,2,2,1,0,0,0,2,3,2,0,0,0,1,1,2,0,3,1,3,2,3,2,0,1,0,2,2,0,1,2,3,0,2,0,2,2,2,2,1,0,3,3,3,3,2,1,3,0,3,1,2,0,3,3,1,2,0,2,3,2,3,3,3,3,3,2,0,3,1,0,3,0,0,3,2,3,2,3,2,3,3,0,2,0,1,3,2,2,1,2,2,2,2,1,3,0,2,3,2,0,2,0,2,1,0,0,3,2,2,1,0,1,2,2,0,2,0,0,1,3,1,0,2,3,2,1,0,2,3,0,3,3,2,2,3,0,3,3,2,1,4,1,3,3,0,2,1,1,1,2,3,3,2,2,2,3,2,0,1,3,3,3,3,2,2,2,1,1,3,3,3,1,2,2,1,2,2,3,1,2,2,3,1,0,1,2,1,3,1,3,0,1,0,2,3,2,0,2,2,3,2,3,0,2,3,1,3,3,1,0,1,2,3,2,2,2,2,1,3,3,3,0,3,3,0,2,1,3,3,3,1,1,0,0,1,0,3,2,2,1,3,2,2,2,3,3,3,2,2,0,1,3,1,3,3,1,2,2,3,2,3,2,1,1,3,3,0,1,2,0,3,2,2,3,3,0,2,1,2,0,3,1,1,1,1,2,1
1402,0,1,0,0,1,0,2,1,2,2,2,1,0,0,1,2,2,0,0,0,0,0,1,2,3,1,3,1,1,1,2,0,1,0,2,2,0,3,1,2,1,2,1,2,2,0,2,1,0,2,2,2,0,0,0,0,0,2,3,0,1,2,0,2,0,1,3,1,0,0,0,0,0,2,1,2,0,3,0,0,3,2,3,0,0,0,1,1,0,2,1,4,2,1,0,1,2,2,1,3,1,1,1,1,3,0,3,1,1,3,2,0,2,3,2,3,3,3,0,2,1,0,0,3,1,2,1,2,3,0,4,0,1,0,2,1,0,2,0,3,0,0,3,3,2,3,2,2,3,0,3,2,3,2,3,0,2,3,0,1,1,2,3,0,3,3,1,2,0,1,3,2,2,3,3,1,2,5,3,3,2,0,2,1,3,1,1,1,1,3,0,1,2,3,2,2,1,0,0,0,2,3,2,0,0,0,1,1,2,0,3,1,3,2,3,2,0,1,0,3,2,0,1,2,3,0,2,0,2,0,2,2,1,0,3,3,3,3,2,1,3,0,3,1,2,0,3,3,1,3,1,0,3,2,3,3,3,3,3,2,0,3,1,0,3,0,0,3,3,3,2,3,2,3,3,0,2,0,1,3,2,2,1,2,2,2,2,1,3,0,2,3,2,0,2,0,2,1,0,0,3,2,2,1,0,1,2,2,0,0,0,0,1,3,1,0,2,3,2,1,0,2,3,0,3,3,2,3,3,0,3,3,5,1,6,1,3,3,0,2,1,1,1,2,3,3,2,2,2,3,2,0,1,3,3,3,3,3,3,2,1,1,3,3,3,1,2,2,1,6,2,3,1,3,2,3,1,0,1,2,1,3,1,3,0,1,0,2,3,3,0,2,2,3,3,3,0,2,3,1,3,3,1,0,1,2,3,6,0,2,2,1,3,3,3,0,3,3,0,1,1,3,3,1,1,1,0,1,1,0,3,2,2,1,3,5,2,2,3,3,3,2,2,0,1,3,1,3,3,1,2,2,3,2,3,2,1,1,3,3,0,1,2,0,3,2,2,3,3,0,2,1,2,0,3,1,1,1,1,2,1
1403,0,1,2,0,1,0,3,1,3,3,3,1,2,2,1,3,3,2,3,0,0,2,0,3,4,1,4,1,1,1,3,2,0,2,3,3,2,4,1,3,1,0,1,3,3,2,3,0,2,3,3,3,2,2,2,2,2,3,4,2,1,3,3,3,0,1,3,1,2,2,0,0,1,0,1,3,2,4,0,0,4,3,4,0,2,0,1,1,2,3,1,0,0,1,0,2,3,3,4,1,1,0,1,1,4,2,4,1,1,4,3,2,5,4,3,4,4,4,2,3,1,0,0,4,1,3,1,3,4,2,6,2,1,2,0,1,2,1,2,4,2,2,4,4,3,4,3,3,0,3,0,3,4,0,4,2,0,4,2,1,1,3,4,0,4,4,1,0,2,1,4,3,3,0,4,0,0,7,4,4,1,0,3,1,4,1,2,1,1,4,0,0,3,4,3,3,1,2,2,0,3,4,0,2,2,0,1,1,2,2,3,1,4,3,4,0,2,1,0,3,3,0,1,0,4,2,3,2,0,2,3,3,1,0,4,4,4,4,3,1,4,0,4,1,3,2,4,4,1,3,2,2,4,3,4,4,4,4,4,3,2,4,1,0,4,2,2,4,3,4,3,4,3,4,4,2,3,2,1,4,3,3,1,3,3,3,3,1,4,2,0,4,3,0,3,2,3,1,2,3,3,2,3,1,2,1,3,3,2,0,2,2,1,4,1,2,3,4,3,1,2,3,4,2,4,4,3,4,4,2,4,4,0,1,0,0,4,4,2,3,1,1,1,3,4,4,3,3,3,4,3,2,3,4,4,4,4,3,0,3,4,1,4,4,4,1,3,3,1,8,3,4,1,4,3,4,1,0,0,3,1,4,1,4,4,1,0,3,4,4,0,3,3,4,4,3,0,0,4,1,4,4,1,2,1,3,4,0,3,3,3,1,4,4,4,2,4,4,2,3,1,4,4,4,1,1,2,1,1,0,3,0,3,1,4,2,3,0,4,4,4,3,3,2,1,4,1,2,3,1,3,0,4,0,4,3,2,4,4,3,2,1,3,2,4,3,3,4,4,2,3,1,0,3,4,1,1,1,1,3,1
1404,0,1,2,0,0,0,3,0,1,1,1,1,2,2,1,1,2,2,4,0,0,2,0,1,3,4,3,1,1,1,3,2,1,2,4,4,2,3,1,4,1,3,5,4,1,2,4,0,2,4,1,4,2,2,1,2,2,4,3,2,4,0,4,0,0,1,4,1,4,2,0,0,1,0,1,1,2,3,0,0,3,4,3,0,1,0,1,1,2,1,1,0,4,1,0,1,1,3,3,1,1,0,1,1,3,0,3,1,1,3,4,4,2,3,2,3,3,3,2,0,1,0,0,3,1,1,3,1,3,0,4,2,1,2,0,1,2,1,2,3,2,2,3,3,4,3,2,4,4,4,0,4,3,0,3,2,3,3,3,1,1,2,3,0,2,3,1,0,2,0,3,4,4,0,3,0,0,4,3,3,1,0,4,0,3,1,4,1,1,3,0,1,4,3,4,0,1,2,2,2,1,3,0,2,2,0,1,1,2,2,3,1,3,3,3,0,2,1,0,3,4,0,1,0,3,2,4,2,4,2,1,1,1,0,3,3,3,3,1,0,3,0,0,1,2,4,3,3,1,4,4,2,3,0,3,3,3,3,3,4,2,3,1,0,3,2,2,3,3,3,4,3,4,3,3,4,1,2,1,3,1,4,3,2,4,4,4,1,3,2,3,3,0,0,2,4,4,0,2,4,4,2,1,1,2,4,1,1,2,0,2,2,1,3,1,2,2,3,1,1,2,1,3,2,3,3,2,0,3,2,3,2,0,1,0,0,3,3,2,1,1,1,2,4,3,3,1,4,1,3,2,2,4,3,3,3,3,4,0,3,3,1,3,3,3,1,0,4,1,1,3,0,1,3,3,3,0,0,0,3,1,3,1,0,0,1,0,4,3,3,0,4,3,3,0,0,0,0,3,1,3,3,1,2,1,4,3,0,4,1,4,1,3,3,3,2,3,3,2,1,1,3,3,3,1,1,2,1,1,0,4,0,1,1,3,2,1,4,3,3,3,4,4,2,1,3,1,4,4,1,4,0,3,0,3,4,2,4,3,4,2,1,3,2,1,2,4,3,3,2,0,1,0,4,2,1,0,1,1,1,1
1405,0,1,0,0,1,0,2,1,1,1,1,2,0,0,1,1,2,0,3,0,0,0,2,1,2,2,4,3,1,4,3,0,1,0,3,4,0,4,1,0,1,4,2,2,1,0,1,2,0,0,2,0,0,2,0,0,0,4,4,0,4,2,3,1,0,3,2,2,3,0,0,0,2,0,1,1,0,4,0,0,4,1,2,0,1,0,1,2,0,1,1,4,0,1,0,1,1,1,4,2,1,3,4,1,4,0,4,1,1,4,0,0,2,4,0,1,4,4,2,2,1,0,0,4,1,2,4,1,4,2,5,0,1,0,1,2,0,0,0,4,0,2,4,2,2,4,1,0,4,0,2,2,4,0,4,0,4,4,0,1,1,2,4,0,4,4,4,0,0,1,4,2,3,2,2,2,2,2,4,4,4,2,3,2,4,2,0,1,1,4,0,2,2,4,4,1,1,0,0,2,1,4,1,0,0,2,1,1,1,0,2,2,4,2,2,0,2,2,0,4,4,2,1,2,4,2,2,0,2,4,1,1,1,2,4,4,4,4,1,2,4,0,4,1,1,2,4,4,1,2,2,0,4,3,4,4,4,4,4,2,0,4,2,0,4,3,0,4,4,4,3,4,0,4,2,2,2,0,1,4,2,1,2,0,2,4,1,1,4,0,2,2,2,0,0,0,1,1,0,0,2,1,2,0,2,1,1,1,0,3,0,0,1,4,1,0,1,4,1,1,0,2,4,0,4,4,0,3,4,0,4,4,2,2,2,1,4,4,0,1,1,2,4,1,2,4,2,4,1,4,0,0,2,4,4,4,4,4,4,2,3,2,2,4,4,1,2,3,1,2,4,4,2,1,4,4,2,0,1,4,2,4,1,2,3,1,0,3,4,4,3,6,2,4,4,2,2,2,4,2,4,4,2,0,1,2,2,2,3,2,4,1,4,4,4,0,2,2,2,1,2,2,4,4,0,1,0,2,2,0,4,2,2,0,4,2,1,0,4,4,4,2,2,2,1,2,2,0,4,1,2,1,4,0,4,3,0,2,2,2,2,1,4,0,2,1,0,4,4,0,0,1,2,1,0,1,0,1,1,1,2
1406,0,1,0,0,1,0,2,1,3,3,1,3,0,1,1,4,3,0,1,3,0,0,3,5,1,3,5,1,6,3,1,0,1,0,1,1,0,5,1,0,1,5,3,3,1,0,1,1,0,0,3,0,0,3,0,0,0,1,5,3,5,3,1,0,0,1,5,3,1,0,0,0,3,0,1,1,0,5,0,0,5,1,3,0,0,0,0,3,0,1,1,5,0,1,0,1,1,1,1,1,1,1,5,1,5,1,5,3,1,5,0,3,3,5,3,5,5,5,0,3,3,0,0,5,1,3,1,1,5,3,4,0,1,0,1,1,0,0,0,5,0,3,5,1,3,5,0,0,5,0,3,3,5,0,5,0,5,5,0,1,3,3,5,0,5,5,6,0,0,1,5,1,1,3,5,1,3,3,5,5,5,1,5,3,5,1,0,1,3,1,0,3,3,5,5,1,1,0,0,0,0,5,1,0,0,1,4,6,1,0,3,1,5,3,5,0,3,3,3,5,5,3,0,3,5,3,3,0,3,5,3,1,1,1,5,5,5,5,1,3,5,0,5,1,1,1,5,5,1,1,3,0,5,1,5,5,5,5,5,3,0,5,1,3,5,3,0,5,5,5,1,5,0,5,3,3,3,0,1,5,3,1,3,0,3,5,6,1,5,0,3,3,1,0,0,0,5,1,0,0,3,1,3,0,3,1,1,1,0,1,0,0,1,5,1,0,0,5,3,3,0,3,5,0,5,5,0,1,5,0,5,0,3,1,3,1,5,5,0,1,1,1,0,1,3,5,3,3,1,5,0,0,1,5,5,5,5,5,5,3,1,1,5,5,5,1,3,1,1,3,5,1,1,1,5,5,1,0,1,5,1,5,5,1,1,1,0,1,5,5,1,1,3,5,5,3,3,3,5,0,5,5,1,0,1,3,3,3,1,3,5,1,5,5,5,1,3,3,3,1,3,3,5,5,0,3,0,1,3,1,5,3,3,0,5,3,1,5,5,5,5,0,1,3,0,3,0,5,5,1,3,1,5,1,5,1,1,1,3,3,3,1,5,0,1,6,0,5,5,0,4,1,3,1,0,1,1,3,1,0,1
1407,0,1,1,0,2,1,3,0,0,3,0,3,1,0,0,4,3,1,0,0,0,1,3,5,3,2,5,0,5,2,0,1,0,1,2,2,1,2,2,0,0,5,3,3,0,1,5,3,1,2,3,1,1,3,3,1,1,0,2,1,5,1,0,0,0,2,3,3,2,1,0,1,2,0,5,0,1,5,1,2,5,3,3,0,1,0,1,3,1,0,1,5,0,1,1,1,1,0,5,3,1,0,5,1,5,3,5,0,1,5,2,3,3,5,1,5,5,5,3,3,3,0,0,2,0,3,2,3,5,3,4,1,1,1,0,3,2,2,1,2,1,3,2,2,2,2,2,1,2,1,5,3,2,0,5,1,5,5,1,1,1,1,5,0,2,5,5,0,1,0,5,3,0,2,2,2,0,0,5,2,2,3,2,3,5,3,2,1,1,1,0,3,3,2,0,0,1,1,1,3,2,5,0,1,5,3,1,1,1,1,3,3,2,3,3,0,1,3,0,2,2,3,1,3,5,2,1,1,3,5,3,0,0,2,5,2,5,2,0,3,2,1,5,1,1,3,2,5,1,2,3,2,1,0,2,2,2,2,2,3,1,1,3,0,5,2,1,2,5,3,0,2,3,5,3,3,3,1,1,2,3,0,3,1,3,2,5,2,2,1,5,3,3,1,1,2,5,1,1,3,1,1,3,1,5,2,2,1,1,0,1,0,0,5,0,1,1,5,5,1,1,5,5,1,2,5,1,2,2,1,2,1,3,3,3,2,2,2,1,1,1,3,1,2,2,2,3,5,5,5,1,1,3,2,5,2,2,0,2,3,0,3,2,2,5,1,2,2,1,3,0,0,3,1,5,2,3,5,0,2,3,5,5,3,0,5,1,2,2,2,0,2,3,2,5,3,2,5,5,1,2,5,3,1,1,3,3,3,0,3,5,1,5,5,2,0,3,2,3,0,3,3,5,5,1,1,1,3,3,2,2,2,3,2,5,3,0,2,5,5,5,3,3,3,1,3,3,2,2,1,3,0,5,0,2,0,5,2,3,3,3,0,5,2,5,1,2,2,5,1,1,0,3,0,2,3,0,0,0,1,3
1408,0,1,1,1,2,1,3,0,0,0,0,3,1,0,0,1,3,1,0,0,0,1,3,4,0,2,4,0,2,0,4,1,0,1,0,0,1,4,2,0,0,4,3,3,0,1,0,3,2,2,3,1,1,3,3,1,1,0,4,1,2,2,0,2,1,2,3,0,0,1,0,1,3,3,2,0,1,4,1,2,4,0,3,0,1,1,1,3,1,0,0,4,1,0,1,1,3,0,2,4,0,0,2,0,4,3,4,0,0,4,1,3,2,4,1,0,4,4,3,3,3,1,0,2,0,3,0,0,4,2,2,1,0,1,0,3,2,1,1,4,1,3,4,1,0,2,2,4,2,2,4,3,2,1,4,1,4,2,1,2,0,1,4,0,1,4,0,0,1,0,4,3,0,3,0,0,0,0,2,2,2,3,1,3,4,3,2,0,2,1,4,3,3,2,2,0,0,1,1,3,1,2,0,1,4,0,1,1,1,1,3,2,2,3,4,1,2,3,0,2,4,3,1,3,4,2,1,1,3,4,0,0,0,0,2,2,4,4,0,3,4,1,4,0,0,0,2,2,1,0,3,1,1,0,2,2,2,2,2,0,1,4,3,0,4,2,1,4,4,3,0,2,3,4,3,3,3,1,1,2,3,0,3,2,3,0,0,0,2,1,4,3,1,1,1,1,4,0,1,3,1,1,0,1,4,3,0,1,1,0,1,1,0,4,0,1,3,4,0,4,1,4,4,1,2,4,1,0,2,1,2,1,3,1,3,2,2,2,1,0,0,0,1,2,0,2,3,3,3,2,1,1,0,2,4,2,2,0,2,3,0,3,2,2,4,1,3,0,1,3,4,0,3,1,4,2,0,3,0,0,0,2,2,3,4,2,1,0,2,0,0,2,3,2,4,4,3,4,4,3,2,4,3,1,3,3,3,3,0,3,4,0,4,4,2,0,3,2,3,0,3,3,4,4,1,0,1,0,3,2,2,2,3,2,4,3,0,2,4,4,4,3,3,3,1,3,3,2,4,0,3,0,4,2,2,0,2,2,3,3,3,0,2,2,4,2,2,2,2,1,1,0,3,0,3,0,2,0,0,1,3
1409,0,1,2,2,3,2,4,1,4,4,1,4,2,5,1,2,4,2,5,0,2,2,4,5,4,0,4,0,1,1,5,2,5,2,5,5,2,3,0,5,1,0,4,4,1,2,1,4,0,5,4,2,2,4,4,2,2,5,0,2,1,2,5,0,2,5,4,4,5,2,2,2,4,2,1,1,2,4,2,2,3,5,3,2,1,2,2,4,1,5,2,1,5,1,2,1,1,5,3,1,2,5,3,1,3,3,3,0,0,0,0,4,4,3,2,1,3,3,4,4,4,2,2,3,1,4,5,5,3,0,0,1,1,2,5,4,0,2,2,4,2,4,3,1,5,3,0,5,5,6,0,4,5,2,3,2,1,3,2,3,1,4,3,2,5,3,1,0,2,1,3,5,5,4,3,5,1,4,3,3,3,4,2,4,3,4,0,1,1,2,4,1,4,3,5,1,2,2,2,2,1,3,0,2,0,1,1,2,1,2,4,1,3,4,3,2,5,4,2,3,0,4,2,4,3,4,4,2,4,0,4,1,1,5,3,3,3,3,1,4,3,2,0,5,2,5,3,3,2,5,4,2,2,1,3,3,3,3,3,4,2,1,4,4,3,3,2,3,1,4,5,3,2,3,4,4,4,2,2,3,4,5,4,4,4,5,1,1,3,2,0,4,2,2,2,5,0,2,2,4,2,2,4,2,4,1,1,2,2,1,2,2,1,3,5,2,1,3,4,2,2,0,3,2,3,3,2,5,3,2,3,2,4,2,4,5,3,3,2,1,1,5,2,5,4,3,4,3,3,3,2,2,5,3,3,3,3,5,5,4,1,1,3,3,5,2,4,5,2,4,0,5,1,2,1,3,5,2,5,3,5,3,3,4,0,1,1,5,3,4,5,5,4,3,2,4,4,1,3,4,3,3,4,2,1,4,4,4,5,4,1,1,3,3,3,5,4,4,4,1,4,4,1,3,2,4,2,5,4,3,3,0,4,5,3,4,1,5,3,3,3,2,4,4,2,4,4,0,3,1,4,1,3,5,3,5,1,3,4,4,4,1,3,0,5,1,5,3,3,2,2,1,4,1,4,1,0,1,1,2,4
